ID,Name,lots_dropped_order,lots_dropped_num,Unk02,Unk03,amount_lot_0,amount_lot_1,amount_lot_2,amount_lot_3,amount_lot_4,amount_lot_5,amount_lot_6,amount_lot_7,amount_lot_8,amount_lot_9,reinforcement_lot_0,reinforcement_lot_1,reinforcement_lot_2,reinforcement_lot_3,reinforcement_lot_4,reinforcement_lot_5,reinforcement_lot_6,reinforcement_lot_7,reinforcement_lot_8,reinforcement_lot_9,infusion_lot_0,infusion_lot_1,infusion_lot_2,infusion_lot_3,infusion_lot_4,infusion_lot_5,infusion_lot_6,infusion_lot_7,infusion_lot_8,infusion_lot_9,infinite_lot_0,infinite_lot_1,infinite_lot_2,infinite_lot_3,infinite_lot_4,infinite_lot_5,infinite_lot_6,infinite_lot_7,infinite_lot_8,infinite_lot_9,item_lot_0,item_lot_1,item_lot_2,item_lot_3,item_lot_4,item_lot_5,item_lot_6,item_lot_7,item_lot_8,item_lot_9,chance_lot_0,chance_lot_1,chance_lot_2,chance_lot_3,chance_lot_4,chance_lot_5,chance_lot_6,chance_lot_7,chance_lot_8,chance_lot_9,
0,UNKNOWN,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
10,UNKNOWN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60510000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,0,0,0,0,0,0,0,0,0,0
20,UNKNOWN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60510000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,0,0,0,0,0,0,0,0,0,0
30,UNKNOWN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60510000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,0,0,0,0,0,0,0,0,0,0
40,UNKNOWN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60510000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,0,0,0,0,0,0,0,0,0,0
1020000,[Unknown] Fading Soul,3,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60625000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,100,0,0,0,0,0,0,0,0,0
1020100,[Unknown] None,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60625000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,0,0,0,0,0,0,0,0,0,0
1020200,[Unknown] None,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60625000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,0,0,0,0,0,0,0,0,0,0
1040000,[Unknown] Human Effigy,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60151000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,100,0,0,0,0,0,0,0,0,0
1040100,[Unknown] Cracked Red Eye Orb,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62060000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,60510000,5,0,0,0,0,0,0,0,0,0
